MI_FEC_DATO;NUM_SEC_AC;MI_FEC_LIQ_IN_D_C;MI_PER_LIQ_IN_D_C;MI_COD_INT_D;DUD_SDO_DOT_TOTAL;MI_SDO_DEU_N_VDO_P;MI_FEC_CONST;MI_FEC_VTO;MI_CONT_DIA;MI_CURVA_DES;COD_NUMRCO_MONEDA;MI_VALOR_CONT;MI_SDO_COST_AMOR;MI_CONT_VR;MI_SDO_VM;MI_PORC_IN_DEU_UL;MI_DIF_INT_DEU;MI_CRV_REV_INT_DEU;MI_FRE_REV_INT_DEU;MI_PORC_IN_MIN_DEU;MI_PORC_IN_MAX_DEU;MI_FEC_REV_INT_DEU;MI_PER_REV_INT_DEU;MI_LAG_REV_INT_DEU;MI_FEC_AMORT;MI_FREC_AMORT;MI_SDO_AMORT;SGM_LQ_LCR;COD_ECV_AC;MI_PRDO_CRCIA;MI_CRCIA
2024-09-30;1111111193;2025-04-30;8M;Fijo;50432;50432;2018-09-30;2037-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;50332;P/G;50332;3.550;0.98;;;0.13;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111194;2024-10-30;8M;Variable;335392;335392;2013-09-30;2039-09-30;Actual/360;EURIBOR;EUR;Valor razonable;335292;Flujos de saldo;335292;2.780;1.51;EURIBOR;6M;999999999999999.00;4.77;2024-10-30;4M;7M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111195;2025-03-02;10M;Fijo;208070;208070;2021-09-30;2033-09-30;30/365;EURIBOR;EUR;Coste amortizado;207970;Otros ingresos;207970;4.070;1.90;;;999999999999999.00;0.51;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111196;2024-11-30;4M;Variable;472180;472180;2015-09-30;2037-09-30;30/360;EURIBOR;EUR;Valor razonable;472080;P/G;472080;4.630;1.67;EURIBOR;1M;0.03;4.89;2024-11-30;11M;2M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111197;2025-04-30;9M;Fijo;382572;382572;2015-09-30;2028-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;382472;Flujos de saldo;382472;0.310;1.20;;;999999999999999.00;999999999999999.00;2900-12-31;;;2025-04-30;11M;893.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111198;2024-10-30;6M;Variable;295949;295949;2013-09-30;2027-09-30;30/365;EURIBOR;EUR;Valor razonable;295849;Otros ingresos;295849;3.310;0.50;EURIBOR;11M;999999999999999.00;999999999999999.00;2024-10-30;7M;4M;2024-10-30;8M;706.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111199;2024-11-30;8M;Fijo;695662;695662;2022-09-30;2037-09-30;Actual/Actual;EURIBOR;EUR;Coste amortizado;695562;P/G;695562;2.920;1.01;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111200;2024-10-30;1M;Variable;149346;149346;2022-09-30;2038-09-30;Actual/365;EURIBOR;EUR;Valor razonable;149246;Flujos de saldo;149246;4.420;1.16;EURIBOR;11M;0.09;999999999999999.00;2024-10-30;4M;8M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111201;2025-07-30;10M;Fijo;564897;564897;2012-09-30;2032-09-30;Actual/360;EURIBOR;EUR;Coste amortizado;564797;Otros ingresos;564797;3.740;1.94;;;0.04;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111202;2025-03-30;8M;Variable;929778;929778;2012-09-30;2032-09-30;30/365;EURIBOR;EUR;Valor razonable;929678;P/G;929678;2.020;0.68;EURIBOR;8M;0.09;999999999999999.00;2025-03-30;2M;8M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111203;2025-01-30;6M;Fijo;648574;648574;2022-09-30;2032-09-30;30/360;EURIBOR;EUR;Coste amortizado;648474;Flujos de saldo;648474;2.120;0.79;;;999999999999999.00;4.3;2900-12-31;;;2025-01-30;9M;946.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111204;2024-10-30;5M;Variable;663487;663487;2013-09-30;2032-09-30;Actual/365;EURIBOR;EUR;Valor razonable;663387;Otros ingresos;663387;2.080;0.60;EURIBOR;10M;999999999999999.00;0.05;2024-10-30;1M;1M;2024-10-30;1M;654.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111205;2025-08-30;11M;Fijo;824506;824506;2012-09-30;2031-09-30;30/365;EURIBOR;EUR;Coste amortizado;824406;P/G;824406;2.850;1.78;;;0.04;0.46;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111206;2024-12-30;3M;Variable;325877;325877;2021-09-30;2029-09-30;Actual/Actual;EURIBOR;EUR;Valor razonable;325777;Flujos de saldo;325777;3.030;0.75;EURIBOR;11M;999999999999999.00;999999999999999.00;2024-12-30;6M;4M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111207;2024-10-30;1M;Fijo;127469;127469;2010-09-30;2034-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;127369;Otros ingresos;127369;2.770;0.15;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111208;2025-06-30;10M;Variable;615621;615621;2010-09-30;2034-09-30;Actual/360;EURIBOR;EUR;Valor razonable;615521;P/G;615521;2.790;1.68;EURIBOR;2M;999999999999999.00;999999999999999.00;2025-06-30;1M;11M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111209;2024-12-30;3M;Fijo;530094;530094;2016-09-30;2032-09-30;30/365;EURIBOR;EUR;Coste amortizado;529994;Flujos de saldo;529994;3.190;1.19;;;0.05;999999999999999.00;2900-12-31;;;2024-12-30;3M;909.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111210;2025-04-30;10M;Variable;323489;323489;2020-09-30;2028-09-30;30/360;EURIBOR;EUR;Valor razonable;323389;Otros ingresos;323389;4.520;1.69;EURIBOR;1M;0.13;999999999999999.00;2025-04-30;8M;2M;2025-04-30;6M;233.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111211;2025-06-30;9M;Fijo;941144;941144;2023-09-30;2037-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;941044;P/G;941044;0.760;0.72;;;0.06;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111212;2025-07-30;10M;Variable;597059;597059;2012-09-30;2037-09-30;30/365;EURIBOR;EUR;Valor razonable;596959;Flujos de saldo;596959;4.020;0.99;EURIBOR;2M;999999999999999.00;1.92;2025-07-30;7M;6M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111213;2024-12-30;9M;Fijo;974909;974909;2020-09-30;2025-09-30;Actual/Actual;EURIBOR;EUR;Coste amortizado;974809;Otros ingresos;974809;2.790;0.21;;;999999999999999.00;2;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111214;2025-01-30;6M;Variable;955378;955378;2010-09-30;2034-09-30;Actual/365;EURIBOR;EUR;Valor razonable;955278;P/G;955278;3.370;0.27;EURIBOR;3M;0.15;1.12;2025-01-30;2M;9M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111215;2025-03-30;6M;Fijo;869971;869971;2018-09-30;2031-09-30;Actual/360;EURIBOR;EUR;Coste amortizado;869871;Flujos de saldo;869871;2.520;0.95;;;999999999999999.00;999999999999999.00;2900-12-31;;;2025-03-30;8M;700.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111216;2025-01-30;9M;Variable;239111;239111;2021-09-30;2032-09-30;30/365;EURIBOR;EUR;Valor razonable;239011;Otros ingresos;239011;1.950;0.53;EURIBOR;3M;999999999999999.00;999999999999999.00;2025-01-30;4M;11M;2025-01-30;3M;536.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111217;2025-04-30;9M;Fijo;149617;149617;2013-09-30;2031-09-30;30/360;EURIBOR;EUR;Coste amortizado;149517;P/G;149517;4.150;1.88;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111218;2025-01-30;5M;Variable;131207;131207;2010-09-30;2026-09-30;Actual/365;EURIBOR;OTH;Valor razonable;131107;Flujos de saldo;131107;1.460;0.73;EURIBOR;2M;0.08;999999999999999.00;2025-01-30;8M;9M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111219;2024-10-30;10M;Fijo;883679;883679;2017-09-30;2037-09-30;30/365;EURIBOR;OTH;Coste amortizado;883579;Otros ingresos;883579;4.010;1.31;;;0.12;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111220;2025-03-02;8M;Variable;613037;613037;2010-09-30;2030-09-30;Actual/Actual;EURIBOR;OTH;Valor razonable;612937;P/G;612937;3.280;1.53;EURIBOR;6M;0.01;999999999999999.00;2025-03-02;6M;3M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111221;2024-11-30;7M;Fijo;957347;957347;2014-09-30;2029-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;957247;Flujos de saldo;957247;0.770;1.28;;;999999999999999.00;3.9;2900-12-31;;;2024-11-30;8M;66.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111222;2025-03-30;9M;Variable;633687;633687;2015-09-30;2038-09-30;Actual/360;EURIBOR;OTH;Valor razonable;633587;Otros ingresos;633587;0.040;1.96;EURIBOR;2M;999999999999999.00;3.52;2025-03-30;9M;8M;2025-03-30;10M;173.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111223;2024-10-30;1M;Fijo;470621;470621;2020-09-30;2036-09-30;30/365;EURIBOR;OTH;Coste amortizado;470521;P/G;470521;3.310;0.74;;;0.2;3.42;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111224;2024-11-30;6M;Variable;95252;95252;2021-09-30;2032-09-30;30/360;EURIBOR;OTH;Valor razonable;95152;Flujos de saldo;95152;0.940;0.17;EURIBOR;7M;999999999999999.00;999999999999999.00;2024-11-30;7M;7M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111225;2024-10-30;10M;Fijo;686800;686800;2022-09-30;2026-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;686700;Otros ingresos;686700;0.330;0.81;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111226;2024-12-30;6M;Variable;826111;826111;2018-09-30;2035-09-30;30/365;EURIBOR;OTH;Valor razonable;826011;P/G;826011;0.740;1.04;EURIBOR;1M;999999999999999.00;999999999999999.00;2024-12-30;2M;9M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111227;2025-01-30;6M;Fijo;661771;661771;2010-09-30;2027-09-30;Actual/Actual;EURIBOR;OTH;Coste amortizado;661671;Flujos de saldo;661671;2.780;0.78;;;0.02;999999999999999.00;2900-12-31;;;2025-01-30;7M;634.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111228;2025-06-30;9M;Variable;604253;604253;2013-09-30;2031-09-30;Actual/365;EURIBOR;OTH;Valor razonable;604153;Otros ingresos;604153;4.890;1.15;EURIBOR;8M;0.04;999999999999999.00;2025-06-30;6M;5M;2025-06-30;5M;252.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111229;2025-06-30;9M;Fijo;254865;254865;2014-09-30;2029-09-30;Actual/360;EURIBOR;OTH;Coste amortizado;254765;P/G;254765;1.470;0.19;;;0.04;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111230;2025-03-30;8M;Variable;613848;613848;2019-09-30;2028-09-30;30/365;EURIBOR;OTH;Valor razonable;613748;Flujos de saldo;613748;3.160;0.93;EURIBOR;5M;999999999999999.00;2.39;2025-03-30;8M;6M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111231;2025-03-02;5M;Fijo;899978;899978;2017-09-30;2033-09-30;30/360;EURIBOR;OTH;Coste amortizado;899878;Otros ingresos;899878;0.850;0.20;;;999999999999999.00;4.62;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111232;2025-01-30;4M;Variable;526710;526710;2011-09-30;2031-09-30;Actual/365;EURIBOR;OTH;Valor razonable;526610;P/G;526610;2.480;0.68;EURIBOR;7M;0.16;3.01;2025-01-30;11M;10M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111233;2025-03-30;10M;Fijo;502010;502010;2014-09-30;2037-09-30;30/365;EURIBOR;OTH;Coste amortizado;501910;Flujos de saldo;501910;1.250;1.30;;;999999999999999.00;999999999999999.00;2900-12-31;;;2025-03-30;3M;122.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111234;2024-11-30;3M;Variable;385626;385626;2010-09-30;2025-09-30;Actual/Actual;EURIBOR;OTH;Valor razonable;385526;Otros ingresos;385526;1.470;1.34;EURIBOR;8M;999999999999999.00;999999999999999.00;2024-11-30;10M;3M;2024-11-30;11M;544.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111235;2025-05-30;10M;Fijo;901556;901556;2023-09-30;2030-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;901456;P/G;901456;0.310;0.86;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111236;2024-10-30;1M;Variable;814799;814799;2018-09-30;2028-09-30;Actual/360;EURIBOR;OTH;Valor razonable;814699;Flujos de saldo;814699;3.160;0.68;EURIBOR;7M;0.07;999999999999999.00;2024-10-30;7M;1M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111237;2024-11-30;2M;Fijo;133280;133280;2014-09-30;2034-09-30;30/365;EURIBOR;OTH;Coste amortizado;133180;Otros ingresos;133180;3.790;0.60;;;0.08;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111238;2024-12-30;5M;Variable;676763;676763;2019-09-30;2031-09-30;30/360;EURIBOR;OTH;Valor razonable;676663;P/G;676663;0.100;1.86;EURIBOR;11M;0.11;999999999999999.00;2024-12-30;3M;11M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111239;2024-12-30;6M;Fijo;55854;55854;2009-09-30;2025-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;55754;Flujos de saldo;55754;2.600;0.12;;;999999999999999.00;1.19;2900-12-31;;;2024-12-30;1M;407.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111240;2025-04-30;8M;Variable;312405;312405;2015-09-30;2025-09-30;30/365;EURIBOR;OTH;Valor razonable;312305;Otros ingresos;312305;2.280;0.17;EURIBOR;1M;999999999999999.00;1.6;2025-04-30;8M;8M;2025-04-30;11M;601.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111241;2024-12-30;10M;Fijo;536117;536117;2009-09-30;2027-09-30;Actual/Actual;EURIBOR;OTH;Coste amortizado;536017;P/G;536017;2.050;1.27;;;0.06;1.34;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111242;2025-06-30;9M;Variable;700725;700725;2010-09-30;2027-09-30;Actual/365;EURIBOR;OTH;Valor razonable;700625;Flujos de saldo;700625;3.340;0.35;EURIBOR;5M;999999999999999.00;999999999999999.00;2025-06-30;11M;5M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111243;2025-03-30;6M;Fijo;486089;486089;2009-09-30;2027-09-30;Actual/360;EURIBOR;OTH;Coste amortizado;485989;Otros ingresos;485989;1.190;1.60;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111244;2025-03-02;6M;Variable;649839;649839;2017-09-30;2025-09-30;30/365;EURIBOR;OTH;Valor razonable;649739;P/G;649739;2.870;1.73;EURIBOR;3M;999999999999999.00;999999999999999.00;2025-03-02;3M;11M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111245;2025-03-02;8M;Fijo;938847;938847;2019-09-30;2028-09-30;30/360;EURIBOR;OTH;Coste amortizado;938747;Flujos de saldo;938747;3.620;1.42;;;0.19;999999999999999.00;2900-12-31;;;2025-03-02;2M;309.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111246;2024-11-30;2M;Variable;963377;963377;2021-09-30;2032-09-30;Actual/365;EURIBOR;OTH;Valor razonable;963277;Otros ingresos;963277;3.910;1.65;EURIBOR;9M;0.15;999999999999999.00;2024-11-30;2M;3M;2024-11-30;3M;989.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111247;2024-10-30;1M;Fijo;818977;818977;2015-09-30;2039-09-30;30/365;EURIBOR;OTH;Coste amortizado;818877;P/G;818877;2.740;0.49;;;0.03;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111248;2024-10-30;5M;Variable;818640;818640;2021-09-30;2038-09-30;Actual/Actual;EURIBOR;OTH;Valor razonable;818540;Flujos de saldo;818540;3.680;0.65;EURIBOR;10M;999999999999999.00;3.81;2024-10-30;2M;2M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111249;2024-12-30;3M;Fijo;580254;580254;2016-09-30;2030-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;580154;Otros ingresos;580154;0.120;0.96;;;999999999999999.00;0.93;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111250;2024-10-30;1M;Variable;173445;173445;2016-09-30;2039-09-30;Actual/360;EURIBOR;OTH;Valor razonable;173345;P/G;173345;1.700;0.67;EURIBOR;3M;0.03;4.04;2024-10-30;5M;5M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111251;2024-10-30;5M;Fijo;831662;831662;2019-09-30;2029-09-30;30/365;EURIBOR;OTH;Coste amortizado;831562;Flujos de saldo;831562;4.660;1.49;;;999999999999999.00;999999999999999.00;2900-12-31;;;2024-10-30;4M;810.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111252;2024-12-30;10M;Variable;660217;660217;2023-09-30;2027-09-30;30/360;EURIBOR;OTH;Valor razonable;660117;Otros ingresos;660117;3.330;1.59;EURIBOR;2M;999999999999999.00;999999999999999.00;2024-12-30;3M;5M;2024-12-30;6M;874.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111253;2024-12-30;3M;Fijo;474440;474440;2020-09-30;2025-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;474340;P/G;474340;2.620;0.22;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111254;2024-10-30;7M;Variable;376209;376209;2019-09-30;2039-09-30;30/365;EURIBOR;OTH;Valor razonable;376109;Flujos de saldo;376109;4.200;0.09;EURIBOR;2M;0.06;999999999999999.00;2024-10-30;7M;3M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111255;2024-10-30;9M;Fijo;257935;257935;2011-09-30;2027-09-30;Actual/Actual;EURIBOR;OTH;Coste amortizado;257835;Otros ingresos;257835;0.920;1.63;;;0.15;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111256;2024-12-30;7M;Variable;305993;305993;2013-09-30;2038-09-30;Actual/365;EURIBOR;OTH;Valor razonable;305893;P/G;305893;4.380;1.30;EURIBOR;7M;0.06;999999999999999.00;2024-12-30;10M;3M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111257;2025-03-30;11M;Fijo;112161;112161;2009-09-30;2027-09-30;Actual/360;EURIBOR;OTH;Coste amortizado;112061;Flujos de saldo;112061;2.910;0.79;;;999999999999999.00;3.59;2900-12-31;;;2025-03-30;5M;514.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111258;2025-03-30;7M;Variable;167230;167230;2014-09-30;2028-09-30;30/365;EURIBOR;OTH;Valor razonable;167130;Otros ingresos;167130;4.500;0.66;EURIBOR;9M;999999999999999.00;1.29;2025-03-30;11M;1M;2025-03-30;6M;679.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111259;2024-12-30;10M;Fijo;377718;377718;2021-09-30;2039-09-30;30/360;EURIBOR;OTH;Coste amortizado;377618;P/G;377618;4.110;0.43;;;0.1;0.37;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111260;2024-11-30;5M;Variable;985987;985987;2013-09-30;2028-09-30;Actual/365;EURIBOR;OTH;Valor razonable;985887;Flujos de saldo;985887;3.010;0.38;EURIBOR;1M;999999999999999.00;999999999999999.00;2024-11-30;7M;8M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111261;2024-10-30;3M;Fijo;162879;162879;2023-09-30;2025-09-30;30/365;EURIBOR;OTH;Coste amortizado;162779;Otros ingresos;162779;2.280;1.19;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111262;2024-10-30;6M;Variable;96557;96557;2015-09-30;2036-09-30;Actual/Actual;EURIBOR;OTH;Valor razonable;96457;P/G;96457;2.160;1.86;EURIBOR;9M;999999999999999.00;999999999999999.00;2024-10-30;8M;7M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111263;2025-06-30;9M;Fijo;676124;676124;2012-09-30;2033-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;676024;Flujos de saldo;676024;1.580;1.97;;;0.07;999999999999999.00;2900-12-31;;;2025-06-30;11M;906.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111264;2024-11-30;5M;Variable;345305;345305;2022-09-30;2030-09-30;Actual/360;EURIBOR;OTH;Valor razonable;345205;Otros ingresos;345205;4.880;1.13;EURIBOR;11M;0.12;999999999999999.00;2024-11-30;3M;6M;2024-11-30;3M;986.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111265;2024-11-30;3M;Fijo;391179;391179;2013-09-30;2029-09-30;30/365;EURIBOR;OTH;Coste amortizado;391079;P/G;391079;1.510;1.92;;;0.03;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111266;2025-07-30;10M;Variable;812061;812061;2016-09-30;2034-09-30;30/360;EURIBOR;OTH;Valor razonable;811961;Flujos de saldo;811961;2.340;0.05;EURIBOR;11M;999999999999999.00;2.08;2025-07-30;7M;1M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111267;2025-08-30;11M;Fijo;928701;928701;2009-09-30;2033-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;928601;Otros ingresos;928601;2.100;1.03;;;999999999999999.00;1.25;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111268;2025-03-30;6M;Variable;906615;906615;2023-09-30;2025-09-30;30/365;EURIBOR;OTH;Valor razonable;906515;P/G;906515;0.700;0.35;EURIBOR;5M;0.09;4.46;2025-03-30;1M;8M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111269;2024-10-30;1M;Fijo;960327;960327;2018-09-30;2027-09-30;Actual/Actual;EURIBOR;OTH;Coste amortizado;960227;Flujos de saldo;960227;3.550;0.87;;;999999999999999.00;999999999999999.00;2900-12-31;;;2024-10-30;6M;57.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111270;2024-10-30;6M;Variable;982779;982779;2017-09-30;2025-09-30;Actual/365;EURIBOR;OTH;Valor razonable;982679;Otros ingresos;982679;3.420;1.81;EURIBOR;1M;999999999999999.00;999999999999999.00;2024-10-30;8M;3M;2024-10-30;4M;608.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111271;2025-03-30;11M;Fijo;557071;557071;2010-09-30;2026-09-30;Actual/360;EURIBOR;OTH;Coste amortizado;556971;P/G;556971;1.410;0.31;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111272;2024-11-30;6M;Variable;748629;748629;2010-09-30;2028-09-30;30/365;EURIBOR;EUR;Valor razonable;748529;Flujos de saldo;748529;0.610;0.96;EURIBOR;7M;0.04;999999999999999.00;2024-11-30;10M;3M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111273;2024-10-30;1M;Fijo;559829;559829;2015-09-30;2036-09-30;30/360;EURIBOR;EUR;Coste amortizado;559729;Otros ingresos;559729;1.650;0.31;;;0.15;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111274;2025-05-30;9M;Variable;238164;238164;2012-09-30;2035-09-30;Actual/365;EURIBOR;EUR;Valor razonable;238064;P/G;238064;4.510;0.09;EURIBOR;6M;0.11;999999999999999.00;2025-05-30;1M;4M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111275;2024-12-30;4M;Fijo;240446;240446;2009-09-30;2028-09-30;30/365;EURIBOR;EUR;Coste amortizado;240346;Flujos de saldo;240346;4.080;0.43;;;999999999999999.00;2.7;2900-12-31;;;2024-12-30;2M;491.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111276;2024-10-30;1M;Variable;115997;115997;2014-09-30;2038-09-30;Actual/Actual;EURIBOR;EUR;Valor razonable;115897;Otros ingresos;115897;0.050;0.13;EURIBOR;5M;999999999999999.00;1.52;2024-10-30;1M;7M;2024-10-30;3M;788.00;GRAN_EMPRESA;En curso;;999999999999999.00
