MI_FEC_DATO;NUM_SEC_AC;MI_FEC_LIQ_IN_D_C;MI_PER_LIQ_IN_D_C;MI_COD_INT_D;DUD_SDO_DOT_TOTAL;MI_SDO_DEU_N_VDO_P;MI_FEC_CONST;MI_FEC_VTO;MI_CONT_DIA;MI_CURVA_DES;COD_NUMRCO_MONEDA;MI_VALOR_CONT;MI_SDO_COST_AMOR;MI_CONT_VR;MI_SDO_VM;MI_PORC_IN_DEU_UL;MI_DIF_INT_DEU;MI_CRV_REV_INT_DEU;MI_FRE_REV_INT_DEU;MI_PORC_IN_MIN_DEU;MI_PORC_IN_MAX_DEU;MI_FEC_REV_INT_DEU;MI_PER_REV_INT_DEU;MI_LAG_REV_INT_DEU;MI_FEC_AMORT;MI_FREC_AMORT;MI_SDO_AMORT;SGM_LQ_LCR;COD_ECV_AC;MI_PRDO_CRCIA;MI_CRCIA
2024-09-30;1111111193;2025-01-30;7M;Fijo;909891;909891;2012-09-30;2035-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;909791;P/G;909791;4.050;0.05;;;0.2;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111194;2024-11-30;5M;Variable;202709;202709;2021-09-30;2025-09-30;Actual/360;EURIBOR;EUR;Valor razonable;202609;Flujos de saldo;202609;0.280;0.80;EURIBOR;11M;999999999999999.00;4.43;2024-11-30;9M;8M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111195;2024-10-30;11M;Fijo;303776;303776;2020-09-30;2026-09-30;30/365;EURIBOR;EUR;Coste amortizado;303676;Otros ingresos;303676;1.850;1.06;;;999999999999999.00;0.89;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111196;2025-07-30;10M;Variable;2506;2506;2023-09-30;2028-09-30;30/360;EURIBOR;EUR;Valor razonable;2406;P/G;2406;3.080;0.91;EURIBOR;3M;0.02;0.28;2025-07-30;10M;3M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111197;2025-01-30;5M;Fijo;7221;7221;2023-09-30;2026-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;7121;Flujos de saldo;7121;1.780;1.04;;;999999999999999.00;999999999999999.00;2900-12-31;;;2025-01-30;8M;86.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111198;2025-04-30;11M;Variable;733287;733287;2019-09-30;2029-09-30;30/365;EURIBOR;EUR;Valor razonable;733187;Otros ingresos;733187;1.340;0.41;EURIBOR;4M;999999999999999.00;999999999999999.00;2025-04-30;10M;6M;2025-04-30;4M;582.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111199;2025-05-30;10M;Fijo;580119;580119;2017-09-30;2036-09-30;Actual/Actual;EURIBOR;EUR;Coste amortizado;580019;P/G;580019;2.850;1.25;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111200;2025-03-30;9M;Variable;552023;552023;2012-09-30;2037-09-30;Actual/365;EURIBOR;EUR;Valor razonable;551923;Flujos de saldo;551923;4.600;1.92;EURIBOR;11M;0.05;999999999999999.00;2025-03-30;10M;11M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111201;2024-10-30;2M;Fijo;412490;412490;2021-09-30;2032-09-30;Actual/360;EURIBOR;EUR;Coste amortizado;412390;Otros ingresos;412390;4.230;0.78;;;0.03;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111202;2024-11-30;2M;Variable;161516;161516;2017-09-30;2039-09-30;30/365;EURIBOR;EUR;Valor razonable;161416;P/G;161416;4.200;0.34;EURIBOR;10M;0.14;999999999999999.00;2024-11-30;3M;11M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111203;2024-11-30;9M;Fijo;462726;462726;2023-09-30;2026-09-30;30/360;EURIBOR;EUR;Coste amortizado;462626;Flujos de saldo;462626;1.130;1.05;;;999999999999999.00;4.12;2900-12-31;;;2024-11-30;9M;476.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111204;2024-10-30;10M;Variable;772116;772116;2015-09-30;2025-09-30;Actual/365;EURIBOR;EUR;Valor razonable;772016;Otros ingresos;772016;3.650;1.99;EURIBOR;11M;999999999999999.00;2.5;2024-10-30;8M;5M;2024-10-30;8M;271.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111205;2024-11-30;5M;Fijo;229782;229782;2015-09-30;2039-09-30;30/365;EURIBOR;EUR;Coste amortizado;229682;P/G;229682;3.600;1.25;;;0.04;3.9;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111206;2024-11-30;3M;Variable;162667;162667;2014-09-30;2038-09-30;Actual/Actual;EURIBOR;EUR;Valor razonable;162567;Flujos de saldo;162567;1.050;1.29;EURIBOR;2M;999999999999999.00;999999999999999.00;2024-11-30;10M;11M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111207;2024-12-30;4M;Fijo;22377;22377;2013-09-30;2032-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;22277;Otros ingresos;22277;1.310;0.11;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111208;2024-10-30;11M;Variable;229148;229148;2011-09-30;2037-09-30;Actual/360;EURIBOR;EUR;Valor razonable;229048;P/G;229048;2.150;0.97;EURIBOR;10M;999999999999999.00;999999999999999.00;2024-10-30;3M;6M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111209;2025-03-02;8M;Fijo;180875;180875;2016-09-30;2029-09-30;30/365;EURIBOR;EUR;Coste amortizado;180775;Flujos de saldo;180775;1.100;0.31;;;0.14;999999999999999.00;2900-12-31;;;2025-03-02;7M;761.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111210;2024-11-30;7M;Variable;614809;614809;2014-09-30;2035-09-30;30/360;EURIBOR;EUR;Valor razonable;614709;Otros ingresos;614709;4.740;0.19;EURIBOR;10M;0.14;999999999999999.00;2024-11-30;2M;10M;2024-11-30;8M;583.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111211;2024-10-30;9M;Fijo;517092;517092;2022-09-30;2031-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;516992;P/G;516992;1.870;1.77;;;0.08;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111212;2024-11-30;6M;Variable;401443;401443;2020-09-30;2029-09-30;30/365;EURIBOR;EUR;Valor razonable;401343;Flujos de saldo;401343;3.870;1.77;EURIBOR;9M;999999999999999.00;1.79;2024-11-30;8M;2M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111213;2024-10-30;10M;Fijo;76632;76632;2011-09-30;2033-09-30;Actual/Actual;EURIBOR;EUR;Coste amortizado;76532;Otros ingresos;76532;3.000;0.58;;;999999999999999.00;2.63;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111214;2025-06-30;10M;Variable;971339;971339;2020-09-30;2027-09-30;Actual/365;EURIBOR;EUR;Valor razonable;971239;P/G;971239;1.280;1.51;EURIBOR;4M;0.14;4.61;2025-06-30;11M;10M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111215;2024-10-30;3M;Fijo;191163;191163;2018-09-30;2026-09-30;Actual/360;EURIBOR;EUR;Coste amortizado;191063;Flujos de saldo;191063;2.350;1.43;;;999999999999999.00;999999999999999.00;2900-12-31;;;2024-10-30;8M;454.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111216;2024-12-30;9M;Variable;970700;970700;2019-09-30;2029-09-30;30/365;EURIBOR;EUR;Valor razonable;970600;Otros ingresos;970600;0.310;1.57;EURIBOR;10M;999999999999999.00;999999999999999.00;2024-12-30;7M;7M;2024-12-30;4M;776.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111217;2024-12-30;10M;Fijo;203321;203321;2020-09-30;2033-09-30;30/360;EURIBOR;EUR;Coste amortizado;203221;P/G;203221;3.440;0.61;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111218;2024-11-30;9M;Variable;168605;168605;2015-09-30;2031-09-30;Actual/365;EURIBOR;OTH;Valor razonable;168505;Flujos de saldo;168505;3.500;0.67;EURIBOR;5M;0.19;999999999999999.00;2024-11-30;2M;6M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111219;2024-10-30;1M;Fijo;373182;373182;2011-09-30;2027-09-30;30/365;EURIBOR;OTH;Coste amortizado;373082;Otros ingresos;373082;2.570;0.56;;;0.12;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111220;2025-03-30;8M;Variable;752127;752127;2011-09-30;2028-09-30;Actual/Actual;EURIBOR;OTH;Valor razonable;752027;P/G;752027;3.520;0.89;EURIBOR;8M;0.11;999999999999999.00;2025-03-30;7M;2M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111221;2025-05-30;11M;Fijo;910832;910832;2010-09-30;2033-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;910732;Flujos de saldo;910732;2.560;0.76;;;999999999999999.00;1.85;2900-12-31;;;2025-05-30;9M;837.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111222;2024-10-30;1M;Variable;131050;131050;2023-09-30;2030-09-30;Actual/360;EURIBOR;OTH;Valor razonable;130950;Otros ingresos;130950;0.690;1.97;EURIBOR;6M;999999999999999.00;4.75;2024-10-30;4M;7M;2024-10-30;10M;441.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111223;2024-10-30;4M;Fijo;562141;562141;2017-09-30;2029-09-30;30/365;EURIBOR;OTH;Coste amortizado;562041;P/G;562041;2.370;1.82;;;0.2;1.4;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111224;2024-11-30;3M;Variable;654705;654705;2019-09-30;2025-09-30;30/360;EURIBOR;OTH;Valor razonable;654605;Flujos de saldo;654605;4.030;0.15;EURIBOR;3M;999999999999999.00;999999999999999.00;2024-11-30;2M;8M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111225;2024-12-30;9M;Fijo;188841;188841;2017-09-30;2036-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;188741;Otros ingresos;188741;0.990;0.44;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111226;2025-03-02;11M;Variable;137684;137684;2017-09-30;2034-09-30;30/365;EURIBOR;OTH;Valor razonable;137584;P/G;137584;2.520;1.03;EURIBOR;6M;999999999999999.00;999999999999999.00;2025-03-02;5M;2M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111227;2025-01-30;4M;Fijo;800539;800539;2011-09-30;2039-09-30;Actual/Actual;EURIBOR;OTH;Coste amortizado;800439;Flujos de saldo;800439;0.170;1.91;;;0.16;999999999999999.00;2900-12-31;;;2025-01-30;1M;720.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111228;2024-10-30;10M;Variable;766116;766116;2009-09-30;2035-09-30;Actual/365;EURIBOR;OTH;Valor razonable;766016;Otros ingresos;766016;2.380;1.03;EURIBOR;1M;0.07;999999999999999.00;2024-10-30;1M;7M;2024-10-30;8M;532.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111229;2025-04-30;8M;Fijo;964466;964466;2020-09-30;2039-09-30;Actual/360;EURIBOR;OTH;Coste amortizado;964366;P/G;964366;2.540;1.57;;;0.15;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111230;2025-03-02;6M;Variable;479104;479104;2009-09-30;2031-09-30;30/365;EURIBOR;OTH;Valor razonable;479004;Flujos de saldo;479004;1.130;0.55;EURIBOR;10M;999999999999999.00;3.08;2025-03-02;5M;3M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111231;2024-10-30;10M;Fijo;771347;771347;2016-09-30;2036-09-30;30/360;EURIBOR;OTH;Coste amortizado;771247;Otros ingresos;771247;2.980;0.06;;;999999999999999.00;2.7;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111232;2025-03-02;8M;Variable;893179;893179;2010-09-30;2034-09-30;Actual/365;EURIBOR;OTH;Valor razonable;893079;P/G;893079;1.230;1.45;EURIBOR;10M;0.2;4.64;2025-03-02;5M;2M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111233;2024-11-30;3M;Fijo;824381;824381;2020-09-30;2034-09-30;30/365;EURIBOR;OTH;Coste amortizado;824281;Flujos de saldo;824281;4.460;0.84;;;999999999999999.00;999999999999999.00;2900-12-31;;;2024-11-30;2M;841.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111234;2024-11-30;2M;Variable;712738;712738;2012-09-30;2033-09-30;Actual/Actual;EURIBOR;OTH;Valor razonable;712638;Otros ingresos;712638;3.560;1.57;EURIBOR;2M;999999999999999.00;999999999999999.00;2024-11-30;7M;4M;2024-11-30;7M;12.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111235;2024-10-30;5M;Fijo;464963;464963;2017-09-30;2025-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;464863;P/G;464863;1.650;0.03;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111236;2025-01-30;10M;Variable;562916;562916;2009-09-30;2028-09-30;Actual/360;EURIBOR;OTH;Valor razonable;562816;Flujos de saldo;562816;0.630;1.41;EURIBOR;10M;0.2;999999999999999.00;2025-01-30;1M;11M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111237;2025-01-30;6M;Fijo;646650;646650;2013-09-30;2033-09-30;30/365;EURIBOR;OTH;Coste amortizado;646550;Otros ingresos;646550;0.120;1.20;;;0.04;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111238;2024-12-30;3M;Variable;166331;166331;2019-09-30;2026-09-30;30/360;EURIBOR;OTH;Valor razonable;166231;P/G;166231;4.060;1.74;EURIBOR;7M;0.1;999999999999999.00;2024-12-30;2M;1M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111239;2025-03-02;5M;Fijo;381607;381607;2012-09-30;2032-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;381507;Flujos de saldo;381507;4.080;1.56;;;999999999999999.00;3.23;2900-12-31;;;2025-03-02;5M;596.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111240;2025-03-02;8M;Variable;922733;922733;2011-09-30;2027-09-30;30/365;EURIBOR;OTH;Valor razonable;922633;Otros ingresos;922633;1.870;1.94;EURIBOR;9M;999999999999999.00;0.7;2025-03-02;11M;5M;2025-03-02;8M;193.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111241;2024-10-30;4M;Fijo;146264;146264;2018-09-30;2033-09-30;Actual/Actual;EURIBOR;OTH;Coste amortizado;146164;P/G;146164;4.330;1.12;;;0.19;3.25;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111242;2024-12-30;7M;Variable;75379;75379;2020-09-30;2028-09-30;Actual/365;EURIBOR;OTH;Valor razonable;75279;Flujos de saldo;75279;1.070;0.68;EURIBOR;10M;999999999999999.00;999999999999999.00;2024-12-30;11M;6M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111243;2024-11-30;8M;Fijo;613862;613862;2014-09-30;2030-09-30;Actual/360;EURIBOR;OTH;Coste amortizado;613762;Otros ingresos;613762;4.400;1.00;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111244;2024-11-30;2M;Variable;573412;573412;2022-09-30;2026-09-30;30/365;EURIBOR;OTH;Valor razonable;573312;P/G;573312;0.980;1.81;EURIBOR;11M;999999999999999.00;999999999999999.00;2024-11-30;5M;3M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111245;2024-12-30;8M;Fijo;250887;250887;2017-09-30;2036-09-30;30/360;EURIBOR;OTH;Coste amortizado;250787;Flujos de saldo;250787;4.150;0.27;;;0.05;999999999999999.00;2900-12-31;;;2024-12-30;3M;197.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111246;2024-12-30;3M;Variable;39405;39405;2021-09-30;2029-09-30;Actual/365;EURIBOR;OTH;Valor razonable;39305;Otros ingresos;39305;4.740;1.16;EURIBOR;11M;0.09;999999999999999.00;2024-12-30;10M;2M;2024-12-30;8M;581.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111247;2024-11-30;5M;Fijo;734419;734419;2016-09-30;2025-09-30;30/365;EURIBOR;OTH;Coste amortizado;734319;P/G;734319;2.180;0.32;;;0.19;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111248;2025-01-30;7M;Variable;19354;19354;2021-09-30;2034-09-30;Actual/Actual;EURIBOR;OTH;Valor razonable;19254;Flujos de saldo;19254;3.390;1.89;EURIBOR;4M;999999999999999.00;0.74;2025-01-30;4M;8M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111249;2024-10-30;1M;Fijo;618651;618651;2016-09-30;2035-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;618551;Otros ingresos;618551;1.730;0.32;;;999999999999999.00;1.03;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111250;2025-01-30;11M;Variable;934434;934434;2023-09-30;2026-09-30;Actual/360;EURIBOR;OTH;Valor razonable;934334;P/G;934334;2.400;1.92;EURIBOR;7M;0.18;2.82;2025-01-30;2M;7M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111251;2025-03-02;10M;Fijo;18699;18699;2012-09-30;2034-09-30;30/365;EURIBOR;OTH;Coste amortizado;18599;Flujos de saldo;18599;1.880;0.60;;;999999999999999.00;999999999999999.00;2900-12-31;;;2025-03-02;7M;304.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111252;2024-12-30;3M;Variable;876807;876807;2013-09-30;2034-09-30;30/360;EURIBOR;OTH;Valor razonable;876707;Otros ingresos;876707;4.120;0.96;EURIBOR;4M;999999999999999.00;999999999999999.00;2024-12-30;5M;4M;2024-12-30;9M;535.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111253;2025-04-30;7M;Fijo;523073;523073;2013-09-30;2031-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;522973;P/G;522973;1.800;0.99;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111254;2024-11-30;6M;Variable;360441;360441;2010-09-30;2039-09-30;30/365;EURIBOR;OTH;Valor razonable;360341;Flujos de saldo;360341;0.730;0.08;EURIBOR;11M;0.15;999999999999999.00;2024-11-30;2M;11M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111255;2024-12-30;4M;Fijo;666500;666500;2015-09-30;2031-09-30;Actual/Actual;EURIBOR;OTH;Coste amortizado;666400;Otros ingresos;666400;4.900;1.65;;;0.13;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111256;2025-05-30;9M;Variable;979206;979206;2011-09-30;2036-09-30;Actual/365;EURIBOR;OTH;Valor razonable;979106;P/G;979106;2.620;0.86;EURIBOR;9M;0.14;999999999999999.00;2025-05-30;4M;11M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111257;2024-10-30;11M;Fijo;839781;839781;2015-09-30;2027-09-30;Actual/360;EURIBOR;OTH;Coste amortizado;839681;Flujos de saldo;839681;3.410;1.01;;;999999999999999.00;3.2;2900-12-31;;;2024-10-30;3M;705.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111258;2024-11-30;5M;Variable;532941;532941;2022-09-30;2028-09-30;30/365;EURIBOR;OTH;Valor razonable;532841;Otros ingresos;532841;3.320;1.67;EURIBOR;9M;999999999999999.00;2.63;2024-11-30;4M;1M;2024-11-30;3M;484.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111259;2024-12-30;3M;Fijo;900912;900912;2017-09-30;2039-09-30;30/360;EURIBOR;OTH;Coste amortizado;900812;P/G;900812;4.700;1.49;;;0.18;2.63;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111260;2024-10-30;6M;Variable;495838;495838;2019-09-30;2039-09-30;Actual/365;EURIBOR;OTH;Valor razonable;495738;Flujos de saldo;495738;1.170;0.34;EURIBOR;6M;999999999999999.00;999999999999999.00;2024-10-30;7M;4M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111261;2025-01-30;8M;Fijo;549724;549724;2009-09-30;2034-09-30;30/365;EURIBOR;OTH;Coste amortizado;549624;Otros ingresos;549624;2.860;1.76;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111262;2024-11-30;5M;Variable;58300;58300;2014-09-30;2027-09-30;Actual/Actual;EURIBOR;OTH;Valor razonable;58200;P/G;58200;3.220;1.99;EURIBOR;9M;999999999999999.00;999999999999999.00;2024-11-30;6M;4M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111263;2024-10-30;1M;Fijo;594847;594847;2018-09-30;2037-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;594747;Flujos de saldo;594747;1.330;0.95;;;0.1;999999999999999.00;2900-12-31;;;2024-10-30;8M;557.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111264;2024-10-30;6M;Variable;157202;157202;2020-09-30;2034-09-30;Actual/360;EURIBOR;OTH;Valor razonable;157102;Otros ingresos;157102;0.340;1.34;EURIBOR;4M;0.01;999999999999999.00;2024-10-30;2M;9M;2024-10-30;11M;360.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111265;2024-12-30;9M;Fijo;755454;755454;2015-09-30;2026-09-30;30/365;EURIBOR;OTH;Coste amortizado;755354;P/G;755354;0.530;0.89;;;0.18;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111266;2025-06-30;10M;Variable;759633;759633;2017-09-30;2028-09-30;30/360;EURIBOR;OTH;Valor razonable;759533;Flujos de saldo;759533;1.860;1.74;EURIBOR;10M;999999999999999.00;2.23;2025-06-30;6M;2M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111267;2025-03-02;6M;Fijo;61301;61301;2019-09-30;2039-09-30;Actual/365;EURIBOR;OTH;Coste amortizado;61201;Otros ingresos;61201;0.720;1.61;;;999999999999999.00;1.52;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111268;2024-10-30;1M;Variable;517663;517663;2010-09-30;2036-09-30;30/365;EURIBOR;OTH;Valor razonable;517563;P/G;517563;4.220;0.25;EURIBOR;8M;0.17;4.2;2024-10-30;4M;10M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111269;2025-06-30;10M;Fijo;397478;397478;2009-09-30;2037-09-30;Actual/Actual;EURIBOR;OTH;Coste amortizado;397378;Flujos de saldo;397378;2.110;0.39;;;999999999999999.00;999999999999999.00;2900-12-31;;;2025-06-30;2M;710.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111270;2025-06-30;10M;Variable;53907;53907;2018-09-30;2036-09-30;Actual/365;EURIBOR;OTH;Valor razonable;53807;Otros ingresos;53807;4.900;0.20;EURIBOR;8M;999999999999999.00;999999999999999.00;2025-06-30;11M;11M;2025-06-30;3M;349.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111271;2025-03-30;7M;Fijo;472356;472356;2010-09-30;2037-09-30;Actual/360;EURIBOR;OTH;Coste amortizado;472256;P/G;472256;4.920;1.15;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111272;2024-12-30;8M;Variable;947869;947869;2013-09-30;2027-09-30;30/365;EURIBOR;EUR;Valor razonable;947769;Flujos de saldo;947769;0.450;1.94;EURIBOR;4M;0.15;999999999999999.00;2024-12-30;10M;6M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111273;2025-06-30;9M;Fijo;920840;920840;2017-09-30;2038-09-30;30/360;EURIBOR;EUR;Coste amortizado;920740;Otros ingresos;920740;0.510;1.35;;;0.1;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111274;2024-11-30;10M;Variable;440466;440466;2016-09-30;2039-09-30;Actual/365;EURIBOR;EUR;Valor razonable;440366;P/G;440366;2.180;1.59;EURIBOR;3M;0.16;999999999999999.00;2024-11-30;7M;11M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111275;2025-03-30;8M;Fijo;470961;470961;2017-09-30;2039-09-30;30/365;EURIBOR;EUR;Coste amortizado;470861;Flujos de saldo;470861;4.430;1.18;;;999999999999999.00;3.54;2900-12-31;;;2025-03-30;7M;343.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111276;2024-10-30;1M;Variable;996131;996131;2010-09-30;2035-09-30;Actual/Actual;EURIBOR;EUR;Valor razonable;996031;Otros ingresos;996031;2.830;0.96;EURIBOR;1M;999999999999999.00;0.03;2024-10-30;5M;11M;2024-10-30;7M;479.00;GRAN_EMPRESA;En curso;;999999999999999.00
